Name,Runtime_sec
Q1,9.3
Q2,0.9
Q3,0.5
Q4,0.4
Q5,0.3
Q6,0.7
Q7,0.5
Q8,0.4
Q9,0.3
Q10,0.3
Q11,0.7
Q12,0.3
Q13,2.0
Q14,0.6
Q15,1.8
Q16,0.3
Q17,0.5
Q18,0.6
Q19,0.4
Q20,0.3
Q21,0.2
Q22,1.2
